Timestamp,Distance of optic sensor 0 [mm],Distance of optic sensor 1 [mm],RMS velocity spectrum ISO 10816 X [mm/s],RMS acceleration X [mg],RMS acceleration envelope X [mg],RMS raw data with frequency brands X [mg],Kurtosis method X [[1]],Peak to peak X [mg],Crest factor X [[1]],Analog raw input X [mg]
2026 02 02 10:57:08:162,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","15,625"
2026 02 02 10:57:08:164,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:166,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-7,8125"
2026 02 02 10:57:08:168,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:170,-3.9334,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:172,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:174,-3.9985,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:176,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:178,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:180,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","23,4375"
2026 02 02 10:57:08:182,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","19,5313"
2026 02 02 10:57:08:184,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:186,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:188,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:190,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882",0
2026 02 02 10:57:08:192,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:194,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:196,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:198,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:200,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","31,25"
2026 02 02 10:57:08:202,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","19,5313"
2026 02 02 10:57:08:204,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:206,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-7,8125"
2026 02 02 10:57:08:208,-4.0295,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:210,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882",0
2026 02 02 10:57:08:212,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:214,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:216,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:218,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:220,-3.9985,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","27,3438"
2026 02 02 10:57:08:222,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","15,625"
2026 02 02 10:57:08:224,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:226,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-7,8125"
2026 02 02 10:57:08:228,-3.9985,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:230,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882",0
2026 02 02 10:57:08:232,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:234,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:236,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:238,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:240,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","27,3438"
2026 02 02 10:57:08:242,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","15,625"
2026 02 02 10:57:08:244,-3.9675,-6.87625,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:246,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:248,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:250,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882",0
2026 02 02 10:57:08:252,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:254,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:256,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:258,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:260,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","23,4375"
2026 02 02 10:57:08:262,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","15,625"
2026 02 02 10:57:08:264,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:266,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:268,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:270,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882",0
2026 02 02 10:57:08:272,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:274,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:276,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:278,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:280,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","27,3438"
2026 02 02 10:57:08:282,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","15,625"
2026 02 02 10:57:08:284,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:286,-3.9675,-6.87625,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:288,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882",0
2026 02 02 10:57:08:290,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882",0
2026 02 02 10:57:08:292,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:294,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:296,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:298,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:300,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","27,3438"
2026 02 02 10:57:08:302,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","15,625"
2026 02 02 10:57:08:304,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:306,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-7,8125"
2026 02 02 10:57:08:308,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:310,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:312,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:314,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:316,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:318,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:320,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","27,3438"
2026 02 02 10:57:08:322,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","19,5313"
2026 02 02 10:57:08:324,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:326,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-7,8125"
2026 02 02 10:57:08:328,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:330,-3.9985,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882",0
2026 02 02 10:57:08:332,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:334,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:336,-3.9334,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:338,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:340,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","31,25"
2026 02 02 10:57:08:342,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","23,4375"
2026 02 02 10:57:08:344,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:346,-3.9334,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882",0
2026 02 02 10:57:08:348,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:350,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-7,8125"
2026 02 02 10:57:08:352,-3.9334,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:354,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:356,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:358,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:360,-3.9985,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","31,25"
2026 02 02 10:57:08:362,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","23,4375"
2026 02 02 10:57:08:364,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:366,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882",0
2026 02 02 10:57:08:368,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:370,-3.9334,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:372,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:374,-3.9334,-6.61375,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:376,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:378,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:380,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","31,25"
2026 02 02 10:57:08:382,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","23,4375"
2026 02 02 10:57:08:384,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:386,-3.9334,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:388,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:390,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-11,7187"
2026 02 02 10:57:08:392,-3.9334,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:394,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:396,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:398,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:400,-3.9985,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","27,3438"
2026 02 02 10:57:08:402,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","15,625"
2026 02 02 10:57:08:404,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:406,-3.9985,-6.87625,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-7,8125"
2026 02 02 10:57:08:408,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:410,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:412,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:414,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","3,9063"
2026 02 02 10:57:08:416,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:418,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:420,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","27,3438"
2026 02 02 10:57:08:422,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","15,625"
2026 02 02 10:57:08:424,-3.9334,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","7,8125"
2026 02 02 10:57:08:426,-3.9985,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-11,7187"
2026 02 02 10:57:08:428,-3.9675,-6.70125,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
2026 02 02 10:57:08:430,-3.9675,-6.78875,"0,265",12,2,"9,5673","7,2689","49,6368","5,1882","-3,9062"
