Timestamp,Distance of optic sensor 0 [mm],Distance of optic sensor 1 [mm],RMS velocity spectrum ISO 10816 X [mm/s],RMS acceleration X [mg],RMS acceleration envelope X [mg],RMS raw data with frequency brands X [mg],Kurtosis method X [[1]],Peak to peak X [mg],Crest factor X [[1]],Analog raw input X [mg]
2026 03 12 14:05:12:420,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:422,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:424,-3.9675,-6.87625,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:426,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","19,53"
2026 03 12 14:05:12:428,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","11,72"
2026 03 12 14:05:12:430,-3.9985,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:432,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","-15,62"
2026 03 12 14:05:12:434,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:436,-3.9675,-6.87625,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:438,-3.9675,-6.87625,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:440,-3.9334,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:442,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:444,-3.9985,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:446,-3.9985,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","19,53"
2026 03 12 14:05:12:448,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","11,72"
2026 03 12 14:05:12:450,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:452,-3.9675,-6.87625,"0,26",11,1,"11,54","0,78","39,7","3,44","-15,62"
2026 03 12 14:05:12:454,-3.9985,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","-3,91"
2026 03 12 14:05:12:456,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:458,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:460,-3.9334,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:462,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:464,-3.9985,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:466,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","19,53"
2026 03 12 14:05:12:468,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","11,72"
2026 03 12 14:05:12:470,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:472,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","-15,62"
2026 03 12 14:05:12:474,-3.9985,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","-3,91"
2026 03 12 14:05:12:476,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:478,-3.9985,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:480,-3.9334,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:482,-3.9985,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:484,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:486,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","19,53"
2026 03 12 14:05:12:488,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","11,72"
2026 03 12 14:05:12:490,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:492,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","-15,62"
2026 03 12 14:05:12:494,-3.9334,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","-3,91"
2026 03 12 14:05:12:496,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:498,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:500,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:502,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:504,-3.9985,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:506,-3.9985,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","19,53"
2026 03 12 14:05:12:508,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","11,72"
2026 03 12 14:05:12:510,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:512,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","-15,62"
2026 03 12 14:05:12:514,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","-3,91"
2026 03 12 14:05:12:516,-3.9985,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:518,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:520,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:522,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:524,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:526,-3.9985,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","19,53"
2026 03 12 14:05:12:528,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","11,72"
2026 03 12 14:05:12:530,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:532,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","-15,62"
2026 03 12 14:05:12:534,-3.9985,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","-3,91"
2026 03 12 14:05:12:536,-3.9675,-6.87625,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:538,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:540,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:542,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:544,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:546,-3.9985,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","19,53"
2026 03 12 14:05:12:548,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","11,72"
2026 03 12 14:05:12:550,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:552,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","-11,72"
2026 03 12 14:05:12:554,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:556,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:558,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:560,-3.9334,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:562,-3.9985,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:564,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","3,91"
2026 03 12 14:05:12:566,-3.9675,-6.78875,"0,26",11,1,"11,54","0,78","39,7","3,44","19,53"
2026 03 12 14:05:12:568,-3.9675,-6.70125,"0,26",11,1,"11,54","0,78","39,7","3,44","11,72"
2026 03 12 14:05:12:570,-3.9675,-6.87625,"0,26",11,1,"11,54","0,78","39,7","3,44",0
2026 03 12 14:05:12:572,-3.9675,-6.87625,"0,26",11,1,"11,54","0,78","39,7","3,44","-11,72"
2026 03 12 14:05:12:574,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:576,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:578,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:580,-3.9675,-6.87625,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:582,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:584,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:586,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","19,53"
2026 03 12 14:05:12:588,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:590,-3.9334,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:592,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","-11,72"
2026 03 12 14:05:12:594,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:596,-3.9334,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:598,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:600,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:602,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:604,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:606,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","19,53"
2026 03 12 14:05:12:608,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:610,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:612,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","-11,72"
2026 03 12 14:05:12:614,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-3,91"
2026 03 12 14:05:12:616,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:618,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:620,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:622,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:624,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:626,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","19,53"
2026 03 12 14:05:12:628,-3.9675,-6.87625,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:630,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:632,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-15,62"
2026 03 12 14:05:12:634,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-3,91"
2026 03 12 14:05:12:636,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:638,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:640,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:642,-3.9334,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:644,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:646,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","19,53"
2026 03 12 14:05:12:648,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:650,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:652,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-15,62"
2026 03 12 14:05:12:654,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-3,91"
2026 03 12 14:05:12:656,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:658,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:660,-3.9675,-6.87625,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:662,-3.9985,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:664,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:666,-3.9985,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","19,53"
2026 03 12 14:05:12:668,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:670,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:672,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-15,62"
2026 03 12 14:05:12:674,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:676,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:678,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:680,-3.9334,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:682,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:684,-3.9334,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:686,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","19,53"
2026 03 12 14:05:12:688,-3.9334,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:690,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:692,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-15,62"
2026 03 12 14:05:12:694,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-3,91"
2026 03 12 14:05:12:696,-3.9334,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:698,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:700,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:702,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:704,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:706,-3.9334,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","19,53"
2026 03 12 14:05:12:708,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","7,81"
2026 03 12 14:05:12:710,-3.9334,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:712,-3.9985,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","-11,72"
2026 03 12 14:05:12:714,-3.9334,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","-3,91"
2026 03 12 14:05:12:716,-3.9334,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:718,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:720,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:722,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:724,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:726,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","19,53"
2026 03 12 14:05:12:728,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:730,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:732,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","-11,72"
2026 03 12 14:05:12:734,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-3,91"
2026 03 12 14:05:12:736,-3.9985,-6.87625,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:738,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:740,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:742,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:744,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:746,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","23,44"
2026 03 12 14:05:12:748,-3.9675,-6.87625,"0,26",11,1,"11,49","0,78","39,6","3,45","7,81"
2026 03 12 14:05:12:750,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:752,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-11,72"
2026 03 12 14:05:12:754,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","-3,91"
2026 03 12 14:05:12:756,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:758,-3.9985,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:760,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:762,-3.9985,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:764,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:766,-3.9334,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","23,44"
2026 03 12 14:05:12:768,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:770,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:772,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-15,62"
2026 03 12 14:05:12:774,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-3,91"
2026 03 12 14:05:12:776,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:778,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:780,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:782,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:784,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:786,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","23,44"
2026 03 12 14:05:12:788,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:790,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:792,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-15,62"
2026 03 12 14:05:12:794,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-3,91"
2026 03 12 14:05:12:796,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:798,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:800,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:802,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:804,-3.9985,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:806,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","23,44"
2026 03 12 14:05:12:808,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:810,-3.9985,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:812,-3.9675,-6.70125,"0,26",11,1,"11,49","0,78","39,6","3,45","-15,62"
2026 03 12 14:05:12:814,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-3,91"
2026 03 12 14:05:12:816,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:818,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:820,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:822,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:824,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:826,-3.9985,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","23,44"
2026 03 12 14:05:12:828,-3.9334,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","11,72"
2026 03 12 14:05:12:830,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:832,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","-11,72"
2026 03 12 14:05:12:834,-3.9334,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
2026 03 12 14:05:12:836,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:838,-3.9675,-6.87625,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:840,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45","3,91"
2026 03 12 14:05:12:842,-3.9675,-6.78875,"0,26",11,1,"11,49","0,78","39,6","3,45",0
