sep=;



Timestamp;RMS velocitz spectrum ISO 10816 Y [mm/s];RMS acceleration Y [mg];RMS acceleration envelope Y [mg];RMS raw data with frequencz brands Y [mg];Kurtosis method Y [[1]];Peak to peak Y [mg];Crest factor Y [[1]];Analog raw input Y [mg];
2026 03 12 14:05:12:454;0,29;13;1;12,65;0,76;43,95;3,47;-7,81;
2026 03 12 14:05:12:456;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:458;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:460;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:462;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:464;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:466;0,29;13;1;12,65;0,76;43,95;3,47;15,63;
2026 03 12 14:05:12:468;0,29;13;1;12,65;0,76;43,95;3,47;7,81;
2026 03 12 14:05:12:470;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:472;0,29;13;1;12,65;0,76;43,95;3,47;-19,53;
2026 03 12 14:05:12:474;0,29;13;1;12,65;0,76;43,95;3,47;-7,81;
2026 03 12 14:05:12:476;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:478;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:480;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:482;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:484;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:486;0,29;13;1;12,65;0,76;43,95;3,47;19,53;
2026 03 12 14:05:12:488;0,29;13;1;12,65;0,76;43,95;3,47;11,72;
2026 03 12 14:05:12:490;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:492;0,29;13;1;12,65;0,76;43,95;3,47;-19,53;
2026 03 12 14:05:12:494;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:496;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:498;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:500;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:502;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:504;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:506;0,29;13;1;12,65;0,76;43,95;3,47;19,53;
2026 03 12 14:05:12:508;0,29;13;1;12,65;0,76;43,95;3,47;7,81;
2026 03 12 14:05:12:510;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:512;0,29;13;1;12,65;0,76;43,95;3,47;-19,53;
2026 03 12 14:05:12:514;0,29;13;1;12,65;0,76;43,95;3,47;-7,81;
2026 03 12 14:05:12:516;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:518;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:520;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:522;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:524;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:526;0,29;13;1;12,65;0,76;43,95;3,47;19,53;
2026 03 12 14:05:12:528;0,29;13;1;12,65;0,76;43,95;3,47;7,81;
2026 03 12 14:05:12:530;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:532;0,29;13;1;12,65;0,76;43,95;3,47;-19,53;
2026 03 12 14:05:12:534;0,29;13;1;12,65;0,76;43,95;3,47;-7,81;
2026 03 12 14:05:12:536;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:538;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:540;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:542;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:544;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:546;0,29;13;1;12,65;0,76;43,95;3,47;15,63;
2026 03 12 14:05:12:548;0,29;13;1;12,65;0,76;43,95;3,47;7,81;
2026 03 12 14:05:12:550;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:552;0,29;13;1;12,65;0,76;43,95;3,47;-19,53;
2026 03 12 14:05:12:554;0,29;13;1;12,65;0,76;43,95;3,47;-7,81;
2026 03 12 14:05:12:556;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:558;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:560;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:562;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:564;0,29;13;1;12,65;0,76;43,95;3,47;0;
2026 03 12 14:05:12:566;0,29;13;1;12,65;0,76;43,95;3,47;19,53;
2026 03 12 14:05:12:568;0,29;13;1;12,65;0,76;43,95;3,47;7,81;
2026 03 12 14:05:12:570;0,29;13;1;12,65;0,76;43,95;3,47;-3,91;
2026 03 12 14:05:12:572;0,29;13;1;12,65;0,76;43,95;3,47;-19,53;
2026 03 12 14:05:12:574;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:576;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:578;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:580;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:582;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:584;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:586;0,29;13;1;12,62;0,79;42,69;3,38;15,63;
2026 03 12 14:05:12:588;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:590;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:592;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:594;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:596;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:598;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:600;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:602;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:604;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:606;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:608;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:610;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:612;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:614;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:616;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:618;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:620;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:622;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:624;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:626;0,29;13;1;12,62;0,79;42,69;3,38;15,63;
2026 03 12 14:05:12:628;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:630;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:632;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:634;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:636;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:638;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:640;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:642;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:644;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:646;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:648;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:650;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:652;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:654;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:656;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:658;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:660;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:662;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:664;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:666;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:668;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:670;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:672;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:674;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:676;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:678;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:680;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:682;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:684;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:686;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:688;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:690;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:692;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:694;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:696;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:698;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:700;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:702;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:704;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:706;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:708;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:710;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:712;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:714;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:716;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:718;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:720;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:722;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:724;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:726;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:728;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:730;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:732;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:734;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:736;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:738;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:740;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:742;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:744;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:746;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:748;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:750;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:752;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:754;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:756;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:758;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:760;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:762;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:764;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:766;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:768;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:770;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:772;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:774;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:776;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:778;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:780;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:782;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:784;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:786;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:788;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:790;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:792;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:794;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:796;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:798;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:800;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:802;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:804;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:806;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:808;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:810;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:812;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:814;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:816;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:818;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:820;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:822;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:824;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:826;0,29;13;1;12,62;0,79;42,69;3,38;23,44;
2026 03 12 14:05:12:828;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:830;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:832;0,29;13;1;12,62;0,79;42,69;3,38;-15,62;
2026 03 12 14:05:12:834;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:836;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:838;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:840;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:842;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:844;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:846;0,29;13;1;12,62;0,79;42,69;3,38;19,53;
2026 03 12 14:05:12:848;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:850;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:852;0,29;13;1;12,62;0,79;42,69;3,38;-19,53;
2026 03 12 14:05:12:854;0,29;13;1;12,62;0,79;42,69;3,38;-7,81;
2026 03 12 14:05:12:856;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:858;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:860;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:862;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:864;0,29;13;1;12,62;0,79;42,69;3,38;0;
2026 03 12 14:05:12:866;0,29;13;1;12,62;0,79;42,69;3,38;23,44;
2026 03 12 14:05:12:868;0,29;13;1;12,62;0,79;42,69;3,38;7,81;
2026 03 12 14:05:12:870;0,29;13;1;12,62;0,79;42,69;3,38;-3,91;
2026 03 12 14:05:12:872;0,29;13;1;12,62;0,79;42,69;3,38;-15,62;
2026 03 12 14:05:12:874;0,29;13;1;12,6;0,77;43,09;3,42;-7,81;
2026 03 12 14:05:12:876;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:878;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:880;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:882;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:884;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:886;0,29;13;1;12,6;0,77;43,09;3,42;19,53;
2026 03 12 14:05:12:888;0,29;13;1;12,6;0,77;43,09;3,42;7,81;
2026 03 12 14:05:12:890;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:892;0,29;13;1;12,6;0,77;43,09;3,42;-15,62;
2026 03 12 14:05:12:894;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:896;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:898;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:900;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:902;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:904;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:906;0,29;13;1;12,6;0,77;43,09;3,42;19,53;
2026 03 12 14:05:12:908;0,29;13;1;12,6;0,77;43,09;3,42;7,81;
2026 03 12 14:05:12:910;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:912;0,29;13;1;12,6;0,77;43,09;3,42;-19,53;
2026 03 12 14:05:12:914;0,29;13;1;12,6;0,77;43,09;3,42;-7,81;
2026 03 12 14:05:12:916;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:918;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:920;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:922;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:924;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:926;0,29;13;1;12,6;0,77;43,09;3,42;23,44;
2026 03 12 14:05:12:928;0,29;13;1;12,6;0,77;43,09;3,42;7,81;
2026 03 12 14:05:12:930;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:932;0,29;13;1;12,6;0,77;43,09;3,42;-15,62;
2026 03 12 14:05:12:934;0,29;13;1;12,6;0,77;43,09;3,42;-7,81;
2026 03 12 14:05:12:936;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:938;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:940;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:942;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:944;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:946;0,29;13;1;12,6;0,77;43,09;3,42;23,44;
2026 03 12 14:05:12:948;0,29;13;1;12,6;0,77;43,09;3,42;7,81;
2026 03 12 14:05:12:950;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:952;0,29;13;1;12,6;0,77;43,09;3,42;-19,53;
2026 03 12 14:05:12:954;0,29;13;1;12,6;0,77;43,09;3,42;-7,81;
2026 03 12 14:05:12:956;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:958;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:960;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:962;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:964;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:966;0,29;13;1;12,6;0,77;43,09;3,42;23,44;
2026 03 12 14:05:12:968;0,29;13;1;12,6;0,77;43,09;3,42;7,81;
2026 03 12 14:05:12:970;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:972;0,29;13;1;12,6;0,77;43,09;3,42;-19,53;
2026 03 12 14:05:12:974;0,29;13;1;12,6;0,77;43,09;3,42;-7,81;
2026 03 12 14:05:12:976;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:978;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:980;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:982;0,29;13;1;12,6;0,77;43,09;3,42;-3,91;
2026 03 12 14:05:12:984;0,29;13;1;12,6;0,77;43,09;3,42;0;
2026 03 12 14:05:12:986;0,29;13;1;12,6;0,77;43,09;3,42;19,53;
2026 03 12 14:05:12:988;0,29;13;1;12,6;0,77;43,09;3,42;7,81;
