sep=;



Timestamp;RMS velocitz spectrum ISO 10816 Y [mm/s];RMS acceleration Y [mg];RMS acceleration envelope Y [mg];RMS raw data with frequencz brands Y [mg];Kurtosis method Y [[1]];Peak to peak Y [mg];Crest factor Y [[1]];Analog raw input Y [mg];
2026 03 12 10:07:08:958;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:08:960;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:08:962;0,27;12;2;12,56;0,68;46,86;3,73;-3,91;
2026 03 12 10:07:08:964;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:08:966;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:08:968;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:08:970;0,27;12;2;12,56;0,68;46,86;3,73;19,53;
2026 03 12 10:07:08:972;0,27;12;2;12,56;0,68;46,86;3,73;11,72;
2026 03 12 10:07:08:974;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:08:976;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:08:978;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:08:980;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:08:982;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:08:984;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:08:986;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:08:988;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:08:990;0,27;12;2;12,56;0,68;46,86;3,73;15,63;
2026 03 12 10:07:08:992;0,27;12;2;12,56;0,68;46,86;3,73;7,81;
2026 03 12 10:07:08:994;0,27;12;2;12,56;0,68;46,86;3,73;-3,91;
2026 03 12 10:07:08:996;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:08:998;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:09:000;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:002;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:004;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:006;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:008;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:010;0,27;12;2;12,56;0,68;46,86;3,73;19,53;
2026 03 12 10:07:09:012;0,27;12;2;12,56;0,68;46,86;3,73;7,81;
2026 03 12 10:07:09:014;0,27;12;2;12,56;0,68;46,86;3,73;-7,81;
2026 03 12 10:07:09:016;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:09:018;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:09:020;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:022;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:024;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:026;0,27;12;2;12,56;0,68;46,86;3,73;-3,91;
2026 03 12 10:07:09:028;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:030;0,27;12;2;12,56;0,68;46,86;3,73;15,63;
2026 03 12 10:07:09:032;0,27;12;2;12,56;0,68;46,86;3,73;7,81;
2026 03 12 10:07:09:034;0,27;12;2;12,56;0,68;46,86;3,73;-3,91;
2026 03 12 10:07:09:036;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:038;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:040;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:042;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:044;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:046;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:048;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:050;0,27;12;2;12,56;0,68;46,86;3,73;19,53;
2026 03 12 10:07:09:052;0,27;12;2;12,56;0,68;46,86;3,73;11,72;
2026 03 12 10:07:09:054;0,27;12;2;12,56;0,68;46,86;3,73;-3,91;
2026 03 12 10:07:09:056;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:058;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:09:060;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:062;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:064;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:066;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:068;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:070;0,27;12;2;12,56;0,68;46,86;3,73;19,53;
2026 03 12 10:07:09:072;0,27;12;2;12,56;0,68;46,86;3,73;7,81;
2026 03 12 10:07:09:074;0,27;12;2;12,56;0,68;46,86;3,73;-3,91;
2026 03 12 10:07:09:076;0,27;12;2;12,56;0,68;46,86;3,73;-11,72;
2026 03 12 10:07:09:078;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:080;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:082;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:084;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:086;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:088;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:090;0,27;12;2;12,56;0,68;46,86;3,73;19,53;
2026 03 12 10:07:09:092;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:094;0,27;12;2;12,56;0,68;46,86;3,73;-3,91;
2026 03 12 10:07:09:096;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:09:098;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:100;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:102;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:104;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:106;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:108;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:110;0,27;12;2;12,56;0,68;46,86;3,73;15,63;
2026 03 12 10:07:09:112;0,27;12;2;12,56;0,68;46,86;3,73;7,81;
2026 03 12 10:07:09:114;0,27;12;2;12,56;0,68;46,86;3,73;-3,91;
2026 03 12 10:07:09:116;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:118;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:09:120;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:122;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:124;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:126;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:128;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:130;0,27;12;2;12,56;0,68;46,86;3,73;19,53;
2026 03 12 10:07:09:132;0,27;12;2;12,56;0,68;46,86;3,73;11,72;
2026 03 12 10:07:09:134;0,27;12;2;12,56;0,68;46,86;3,73;-7,81;
2026 03 12 10:07:09:136;0,27;12;2;12,56;0,68;46,86;3,73;-7,81;
2026 03 12 10:07:09:138;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:140;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:142;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:144;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:146;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:148;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:150;0,27;12;2;12,56;0,68;46,86;3,73;11,72;
2026 03 12 10:07:09:152;0,27;12;2;12,56;0,68;46,86;3,73;11,72;
2026 03 12 10:07:09:154;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:156;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:158;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:160;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:162;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:164;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:166;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:168;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:170;0,27;12;2;12,56;0,68;46,86;3,73;19,53;
2026 03 12 10:07:09:172;0,27;12;2;12,56;0,68;46,86;3,73;7,81;
2026 03 12 10:07:09:174;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:176;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:178;0,27;12;2;12,56;0,68;46,86;3,73;-7,81;
2026 03 12 10:07:09:180;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:182;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:184;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:186;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:188;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:190;0,27;12;2;12,56;0,68;46,86;3,73;19,53;
2026 03 12 10:07:09:192;0,27;12;2;12,56;0,68;46,86;3,73;11,72;
2026 03 12 10:07:09:194;0,27;12;2;12,56;0,68;46,86;3,73;-7,81;
2026 03 12 10:07:09:196;0,27;12;2;12,56;0,68;46,86;3,73;-15,62;
2026 03 12 10:07:09:198;0,27;12;2;12,56;0,68;46,86;3,73;-11,72;
2026 03 12 10:07:09:200;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:202;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:204;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:206;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:208;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:210;0,27;12;2;12,56;0,68;46,86;3,73;19,53;
2026 03 12 10:07:09:212;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:214;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:216;0,27;12;2;12,56;0,68;46,86;3,73;-11,72;
2026 03 12 10:07:09:218;0,27;12;2;12,56;0,68;46,86;3,73;-19,53;
2026 03 12 10:07:09:220;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:222;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:224;0,27;12;2;12,56;0,68;46,86;3,73;3,91;
2026 03 12 10:07:09:226;0,27;12;2;12,56;0,68;46,86;3,73;0;
2026 03 12 10:07:09:228;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:230;0,27;12;2;12,53;0,66;48,97;3,91;19,53;
2026 03 12 10:07:09:232;0,27;12;2;12,53;0,66;48,97;3,91;11,72;
2026 03 12 10:07:09:234;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:236;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:238;0,27;12;2;12,53;0,66;48,97;3,91;-19,53;
2026 03 12 10:07:09:240;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:242;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:244;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:246;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:248;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:250;0,27;12;2;12,53;0,66;48,97;3,91;23,44;
2026 03 12 10:07:09:252;0,27;12;2;12,53;0,66;48,97;3,91;7,81;
2026 03 12 10:07:09:254;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:256;0,27;12;2;12,53;0,66;48,97;3,91;-19,53;
2026 03 12 10:07:09:258;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:260;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:262;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:264;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:266;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:268;0,27;12;2;12,53;0,66;48,97;3,91;7,81;
2026 03 12 10:07:09:270;0,27;12;2;12,53;0,66;48,97;3,91;15,63;
2026 03 12 10:07:09:272;0,27;12;2;12,53;0,66;48,97;3,91;7,81;
2026 03 12 10:07:09:274;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:276;0,27;12;2;12,53;0,66;48,97;3,91;-19,53;
2026 03 12 10:07:09:278;0,27;12;2;12,53;0,66;48,97;3,91;-19,53;
2026 03 12 10:07:09:280;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:282;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:284;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:286;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:288;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:290;0,27;12;2;12,53;0,66;48,97;3,91;19,53;
2026 03 12 10:07:09:292;0,27;12;2;12,53;0,66;48,97;3,91;11,72;
2026 03 12 10:07:09:294;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:296;0,27;12;2;12,53;0,66;48,97;3,91;-11,72;
2026 03 12 10:07:09:298;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:300;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:302;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:304;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:306;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:308;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:310;0,27;12;2;12,53;0,66;48,97;3,91;15,63;
2026 03 12 10:07:09:312;0,27;12;2;12,53;0,66;48,97;3,91;11,72;
2026 03 12 10:07:09:314;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:316;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:318;0,27;12;2;12,53;0,66;48,97;3,91;-19,53;
2026 03 12 10:07:09:320;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:322;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:324;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:326;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:328;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:330;0,27;12;2;12,53;0,66;48,97;3,91;19,53;
2026 03 12 10:07:09:332;0,27;12;2;12,53;0,66;48,97;3,91;7,81;
2026 03 12 10:07:09:334;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:336;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:338;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:340;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:342;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:344;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:346;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:348;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:350;0,27;12;2;12,53;0,66;48,97;3,91;15,63;
2026 03 12 10:07:09:352;0,27;12;2;12,53;0,66;48,97;3,91;11,72;
2026 03 12 10:07:09:354;0,27;12;2;12,53;0,66;48,97;3,91;-7,81;
2026 03 12 10:07:09:356;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:358;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:360;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:362;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:364;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:366;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:368;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:370;0,27;12;2;12,53;0,66;48,97;3,91;19,53;
2026 03 12 10:07:09:372;0,27;12;2;12,53;0,66;48,97;3,91;11,72;
2026 03 12 10:07:09:374;0,27;12;2;12,53;0,66;48,97;3,91;-7,81;
2026 03 12 10:07:09:376;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:378;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:380;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:382;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:384;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:386;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:388;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:390;0,27;12;2;12,53;0,66;48,97;3,91;19,53;
2026 03 12 10:07:09:392;0,27;12;2;12,53;0,66;48,97;3,91;7,81;
2026 03 12 10:07:09:394;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:396;0,27;12;2;12,53;0,66;48,97;3,91;-11,72;
2026 03 12 10:07:09:398;0,27;12;2;12,53;0,66;48,97;3,91;-7,81;
2026 03 12 10:07:09:400;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:402;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:404;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:406;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:408;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:410;0,27;12;2;12,53;0,66;48,97;3,91;15,63;
2026 03 12 10:07:09:412;0,27;12;2;12,53;0,66;48,97;3,91;7,81;
2026 03 12 10:07:09:414;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:416;0,27;12;2;12,53;0,66;48,97;3,91;-19,53;
2026 03 12 10:07:09:418;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:420;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:422;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:424;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:426;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:428;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:430;0,27;12;2;12,53;0,66;48,97;3,91;15,63;
2026 03 12 10:07:09:432;0,27;12;2;12,53;0,66;48,97;3,91;7,81;
2026 03 12 10:07:09:434;0,27;12;2;12,53;0,66;48,97;3,91;-7,81;
2026 03 12 10:07:09:436;0,27;12;2;12,53;0,66;48,97;3,91;-19,53;
2026 03 12 10:07:09:438;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:440;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:442;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:444;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:446;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:448;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:450;0,27;12;2;12,53;0,66;48,97;3,91;19,53;
2026 03 12 10:07:09:452;0,27;12;2;12,53;0,66;48,97;3,91;7,81;
2026 03 12 10:07:09:454;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:456;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:458;0,27;12;2;12,53;0,66;48,97;3,91;-19,53;
2026 03 12 10:07:09:460;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:462;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:464;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:466;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:468;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:470;0,27;12;2;12,53;0,66;48,97;3,91;15,63;
2026 03 12 10:07:09:472;0,27;12;2;12,53;0,66;48,97;3,91;11,72;
2026 03 12 10:07:09:474;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:476;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:478;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:480;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:482;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:484;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:486;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:488;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:490;0,27;12;2;12,53;0,66;48,97;3,91;15,63;
2026 03 12 10:07:09:492;0,27;12;2;12,53;0,66;48,97;3,91;11,72;
2026 03 12 10:07:09:494;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:496;0,27;12;2;12,53;0,66;48,97;3,91;-19,53;
2026 03 12 10:07:09:498;0,27;12;2;12,53;0,66;48,97;3,91;-11,72;
2026 03 12 10:07:09:500;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:502;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:504;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:506;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:508;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:510;0,27;12;2;12,53;0,66;48,97;3,91;19,53;
2026 03 12 10:07:09:512;0,27;12;2;12,53;0,66;48,97;3,91;7,81;
2026 03 12 10:07:09:514;0,27;12;2;12,53;0,66;48,97;3,91;-3,91;
2026 03 12 10:07:09:516;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:518;0,27;12;2;12,53;0,66;48,97;3,91;-15,62;
2026 03 12 10:07:09:520;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:522;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:524;0,27;12;2;12,53;0,66;48,97;3,91;3,91;
2026 03 12 10:07:09:526;0,27;12;2;12,53;0,66;48,97;3,91;0;
2026 03 12 10:07:09:528;0,27;12;2;12,53;0,66;48,97;3,91;0;
