sep=;



Timestamp;RMS velocitz spectrum ISO 10816 Y [mm/s];RMS acceleration Y [mg];RMS acceleration envelope Y [mg];RMS raw data with frequencz brands Y [mg];Kurtosis method Y [[1]];Peak to peak Y [mg];Crest factor Y [[1]];Analog raw input Y [mg];
2026 02 19 14:08:20:909;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:911;0,265;12;1;11,5814;0,9057;38,1165;3,2912;3,9063;
2026 02 19 14:08:20:913;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:915;0,265;12;1;11,5814;0,9057;38,1165;3,2912;19,5313;
2026 02 19 14:08:20:917;0,265;12;1;11,5814;0,9057;38,1165;3,2912;7,8125;
2026 02 19 14:08:20:919;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-3,9062;
2026 02 19 14:08:20:921;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-11,7187;
2026 02 19 14:08:20:923;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-3,9062;
2026 02 19 14:08:20:925;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:927;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:929;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:931;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:933;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:935;0,265;12;1;11,5814;0,9057;38,1165;3,2912;19,5313;
2026 02 19 14:08:20:937;0,265;12;1;11,5814;0,9057;38,1165;3,2912;3,9063;
2026 02 19 14:08:20:939;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-7,8125;
2026 02 19 14:08:20:941;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-15,625;
2026 02 19 14:08:20:943;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-19,5312;
2026 02 19 14:08:20:945;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-3,9062;
2026 02 19 14:08:20:947;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
