Timestamp,Distance of optic sensor 0 [mm],Distance of optic sensor 1 [mm],RMS velocity spectrum ISO 10816 X [mm/s],RMS acceleration X [mg],RMS acceleration envelope X [mg],RMS raw data with frequency brands X [mg],Kurtosis method X [[1]],Peak to peak X [mg],Crest factor X [[1]],Analog raw input X [mg]
2026 02 19 13:03:13:157,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","11,7188"
2026 02 19 13:03:13:159,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-3,9062"
2026 02 19 13:03:13:161,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:163,-3.9334,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:165,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:167,-3.9985,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:169,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:171,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","7,8125"
2026 02 19 13:03:13:173,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","27,3438"
2026 02 19 13:03:13:175,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","15,625"
2026 02 19 13:03:13:177,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","7,8125"
2026 02 19 13:03:13:179,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-3,9062"
2026 02 19 13:03:13:181,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:183,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:185,-3.9334,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:187,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:189,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226",0
2026 02 19 13:03:13:191,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:193,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:195,-3.9985,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","15,625"
2026 02 19 13:03:13:197,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","7,8125"
2026 02 19 13:03:13:199,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-7,8125"
2026 02 19 13:03:13:201,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-19,5312"
2026 02 19 13:03:13:203,-3.9334,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:205,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:207,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:209,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226",0
2026 02 19 13:03:13:211,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:213,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:215,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:217,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:219,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-7,8125"
2026 02 19 13:03:13:221,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:223,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:225,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:227,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:229,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:231,-3.9675,-6.70125,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:233,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:235,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","19,5313"
2026 02 19 13:03:13:237,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","7,8125"
2026 02 19 13:03:13:239,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-7,8125"
2026 02 19 13:03:13:241,-3.9675,-6.70125,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:243,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:245,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:247,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:249,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:251,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:253,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","27,3438"
2026 02 19 13:03:13:255,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","15,625"
2026 02 19 13:03:13:257,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","11,7188"
2026 02 19 13:03:13:259,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-11,7187"
2026 02 19 13:03:13:261,-3.9334,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-19,5312"
2026 02 19 13:03:13:263,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:265,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:267,-4.0295,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:269,-3.9985,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226",0
2026 02 19 13:03:13:271,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:273,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:275,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","15,625"
2026 02 19 13:03:13:277,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","7,8125"
2026 02 19 13:03:13:279,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-3,9062"
2026 02 19 13:03:13:281,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:283,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:285,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:287,-3.9675,-6.70125,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:289,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:291,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:293,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:295,-3.9334,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","15,625"
2026 02 19 13:03:13:297,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","7,8125"
2026 02 19 13:03:13:299,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-7,8125"
2026 02 19 13:03:13:301,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:303,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:305,-3.9334,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:307,-3.9675,-6.70125,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:309,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:311,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:313,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:315,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","19,5313"
2026 02 19 13:03:13:317,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","7,8125"
2026 02 19 13:03:13:319,-3.9985,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-7,8125"
2026 02 19 13:03:13:321,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:323,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:325,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:327,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:329,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:331,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:333,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:335,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","15,625"
2026 02 19 13:03:13:337,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","7,8125"
2026 02 19 13:03:13:339,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-3,9062"
2026 02 19 13:03:13:341,-3.9675,-6.70125,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:343,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:345,-3.9334,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:347,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:349,-3.9334,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:351,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:353,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:355,-3.9334,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","15,625"
2026 02 19 13:03:13:357,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","7,8125"
2026 02 19 13:03:13:359,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-3,9062"
2026 02 19 13:03:13:361,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:363,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:365,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:367,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:369,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:371,-3.9985,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:373,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:375,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","15,625"
2026 02 19 13:03:13:377,-3.9985,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:379,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-3,9062"
2026 02 19 13:03:13:381,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:383,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:385,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:387,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:389,-3.9675,-6.70125,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226",0
2026 02 19 13:03:13:391,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:393,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:395,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","15,625"
2026 02 19 13:03:13:397,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","7,8125"
2026 02 19 13:03:13:399,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-7,8125"
2026 02 19 13:03:13:401,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:403,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:405,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:407,-3.9334,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:409,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:411,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:413,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:415,-3.9985,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:417,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:419,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-3,9062"
2026 02 19 13:03:13:421,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-15,625"
2026 02 19 13:03:13:423,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","-23,4375"
2026 02 19 13:03:13:425,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:427,-3.9985,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:429,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226",0
2026 02 19 13:03:13:431,-3.9675,-6.87625,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","3,9063"
2026 02 19 13:03:13:433,-3.9675,-6.78875,"0,262",11,2,"11,5509","0,6514","42,9993","3,7226","23,4375"
2026 02 19 13:03:13:435,-3.9334,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","19,5313"
2026 02 19 13:03:13:437,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","7,8125"
2026 02 19 13:03:13:439,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-7,8125"
2026 02 19 13:03:13:441,-3.9334,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-19,5312"
2026 02 19 13:03:13:443,-3.9675,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-19,5312"
2026 02 19 13:03:13:445,-3.9334,-6.70125,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:447,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:449,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:451,-3.9675,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:453,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","23,4375"
2026 02 19 13:03:13:455,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","19,5313"
2026 02 19 13:03:13:457,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","7,8125"
2026 02 19 13:03:13:459,-3.9334,-6.9725,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-11,7187"
2026 02 19 13:03:13:461,-3.9675,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-15,625"
2026 02 19 13:03:13:463,-3.9334,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-23,4375"
2026 02 19 13:03:13:465,-3.9334,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:467,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:469,-3.9334,-6.70125,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921",0
2026 02 19 13:03:13:471,-3.9675,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","7,8125"
2026 02 19 13:03:13:473,-3.9985,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","23,4375"
2026 02 19 13:03:13:475,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","19,5313"
2026 02 19 13:03:13:477,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","7,8125"
2026 02 19 13:03:13:479,-3.9675,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-7,8125"
2026 02 19 13:03:13:481,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-15,625"
2026 02 19 13:03:13:483,-3.9334,-6.70125,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-19,5312"
2026 02 19 13:03:13:485,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:487,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:489,-3.9985,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:491,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:493,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","23,4375"
2026 02 19 13:03:13:495,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","19,5313"
2026 02 19 13:03:13:497,-3.9334,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","7,8125"
2026 02 19 13:03:13:499,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-3,9062"
2026 02 19 13:03:13:501,-3.9985,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-15,625"
2026 02 19 13:03:13:503,-3.9334,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-23,4375"
2026 02 19 13:03:13:505,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:507,-3.9985,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:509,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:511,-3.9675,-6.9725,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:513,-3.9334,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","23,4375"
2026 02 19 13:03:13:515,-3.9675,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","19,5313"
2026 02 19 13:03:13:517,-3.9985,-6.87625,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","7,8125"
2026 02 19 13:03:13:519,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-7,8125"
2026 02 19 13:03:13:521,-3.9334,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-15,625"
2026 02 19 13:03:13:523,-3.9985,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-23,4375"
2026 02 19 13:03:13:525,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:527,-3.9334,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:529,-3.9985,-6.70125,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:531,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","3,9063"
2026 02 19 13:03:13:533,-3.9334,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","23,4375"
2026 02 19 13:03:13:535,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","15,625"
2026 02 19 13:03:13:537,-3.9675,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","7,8125"
2026 02 19 13:03:13:539,-3.9334,-6.78875,"0,263",11,2,"11,5356","0,6746","40,2832","3,4921","-7,8125"
