Timestamp,Distance of optic sensor 0 [mm],Distance of optic sensor 1 [mm],RMS velocity spectrum ISO 10816 X [mm/s],RMS acceleration X [mg],RMS acceleration envelope X [mg],RMS raw data with frequency brands X [mg],Kurtosis method X [[1]],Peak to peak X [mg],Crest factor X [[1]],Analog raw input X [mg]
2026 03 12 12:13:15:030,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","3,91"
2026 03 12 12:13:15:032,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:034,-3.9334,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:036,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","15,63"
2026 03 12 12:13:15:038,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:040,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","15,63"
2026 03 12 12:13:15:042,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-3,91"
2026 03 12 12:13:15:044,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-11,72"
2026 03 12 12:13:15:046,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-19,53"
2026 03 12 12:13:15:048,-3.9334,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:050,-3.9675,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:052,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:054,-3.9675,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:056,-3.9334,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:058,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:060,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","11,72"
2026 03 12 12:13:15:062,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-3,91"
2026 03 12 12:13:15:064,-3.9675,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","-15,62"
2026 03 12 12:13:15:066,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-19,53"
2026 03 12 12:13:15:068,-3.9675,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:070,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","3,91"
2026 03 12 12:13:15:072,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:074,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:076,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","15,63"
2026 03 12 12:13:15:078,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","23,44"
2026 03 12 12:13:15:080,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","15,63"
2026 03 12 12:13:15:082,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3",0
2026 03 12 12:13:15:084,-3.9985,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","-15,62"
2026 03 12 12:13:15:086,-3.9675,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","-23,44"
2026 03 12 12:13:15:088,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:090,-3.9334,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","3,91"
2026 03 12 12:13:15:092,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:094,-3.9675,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:096,-3.9334,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:098,-3.9985,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:100,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","15,63"
2026 03 12 12:13:15:102,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-3,91"
2026 03 12 12:13:15:104,-3.9334,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-15,62"
2026 03 12 12:13:15:106,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-19,53"
2026 03 12 12:13:15:108,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:110,-3.9985,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:112,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:114,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:116,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","15,63"
2026 03 12 12:13:15:118,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","23,44"
2026 03 12 12:13:15:120,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","11,72"
2026 03 12 12:13:15:122,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-3,91"
2026 03 12 12:13:15:124,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","-15,62"
2026 03 12 12:13:15:126,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-23,44"
2026 03 12 12:13:15:128,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:130,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","3,91"
2026 03 12 12:13:15:132,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:134,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:136,-3.9985,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:138,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:140,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","11,72"
2026 03 12 12:13:15:142,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-3,91"
2026 03 12 12:13:15:144,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-11,72"
2026 03 12 12:13:15:146,-3.9334,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","-19,53"
2026 03 12 12:13:15:148,-3.9334,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:150,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","3,91"
2026 03 12 12:13:15:152,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:154,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:156,-3.9675,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:158,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:160,-3.9334,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","11,72"
2026 03 12 12:13:15:162,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-3,91"
2026 03 12 12:13:15:164,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-15,62"
2026 03 12 12:13:15:166,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-19,53"
2026 03 12 12:13:15:168,-3.9334,-6.61375,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:170,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:172,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:174,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:176,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:178,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:180,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","11,72"
2026 03 12 12:13:15:182,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-3,91"
2026 03 12 12:13:15:184,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-15,62"
2026 03 12 12:13:15:186,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-19,53"
2026 03 12 12:13:15:188,-3.9985,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:190,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","3,91"
2026 03 12 12:13:15:192,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:194,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:196,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:198,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:200,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","11,72"
2026 03 12 12:13:15:202,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-3,91"
2026 03 12 12:13:15:204,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","-15,62"
2026 03 12 12:13:15:206,-3.9675,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","-23,44"
2026 03 12 12:13:15:208,-3.9675,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:210,-3.9675,-6.87625,"0,26",11,1,"11,31","0,59","37,35","3,3","3,91"
2026 03 12 12:13:15:212,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:214,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:216,-3.9985,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:218,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","19,53"
2026 03 12 12:13:15:220,-3.9334,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:222,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-3,91"
2026 03 12 12:13:15:224,-3.9675,-6.70125,"0,26",11,1,"11,31","0,59","37,35","3,3","-15,62"
2026 03 12 12:13:15:226,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","-15,62"
2026 03 12 12:13:15:228,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:230,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:232,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:234,-3.9675,-6.78875,"0,26",11,1,"11,31","0,59","37,35","3,3","7,81"
2026 03 12 12:13:15:236,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:238,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:240,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","11,72"
2026 03 12 12:13:15:242,-3.9334,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31",0
2026 03 12 12:13:15:244,-3.9675,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","-15,62"
2026 03 12 12:13:15:246,-3.9675,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","-15,62"
2026 03 12 12:13:15:248,-3.9985,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:250,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","3,91"
2026 03 12 12:13:15:252,-3.9985,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:254,-3.9985,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:256,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:258,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:260,-3.9985,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","11,72"
2026 03 12 12:13:15:262,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-3,91"
2026 03 12 12:13:15:264,-3.9985,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-15,62"
2026 03 12 12:13:15:266,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-19,53"
2026 03 12 12:13:15:268,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:270,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:272,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:274,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:276,-3.9334,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:278,-3.9334,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:280,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","11,72"
2026 03 12 12:13:15:282,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","-7,81"
2026 03 12 12:13:15:284,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","-15,62"
2026 03 12 12:13:15:286,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-15,62"
2026 03 12 12:13:15:288,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:290,-3.9985,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","3,91"
2026 03 12 12:13:15:292,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:294,-3.9675,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:296,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:298,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:300,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","11,72"
2026 03 12 12:13:15:302,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","-3,91"
2026 03 12 12:13:15:304,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-11,72"
2026 03 12 12:13:15:306,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-19,53"
2026 03 12 12:13:15:308,-3.9675,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:310,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:312,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:314,-3.9985,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:316,-3.9985,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","23,44"
2026 03 12 12:13:15:318,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","15,63"
2026 03 12 12:13:15:320,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","11,72"
2026 03 12 12:13:15:322,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-3,91"
2026 03 12 12:13:15:324,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-15,62"
2026 03 12 12:13:15:326,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","-15,62"
2026 03 12 12:13:15:328,-3.9985,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","3,91"
2026 03 12 12:13:15:330,-3.9334,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","3,91"
2026 03 12 12:13:15:332,-3.9334,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:334,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:336,-3.9675,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:338,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:340,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","11,72"
2026 03 12 12:13:15:342,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-3,91"
2026 03 12 12:13:15:344,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-15,62"
2026 03 12 12:13:15:346,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-15,62"
2026 03 12 12:13:15:348,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","3,91"
2026 03 12 12:13:15:350,-3.9985,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","3,91"
2026 03 12 12:13:15:352,-3.9675,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:354,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","7,81"
2026 03 12 12:13:15:356,-3.9675,-6.70125,"0,26",11,1,"11,34","0,62","37,48","3,31","23,44"
2026 03 12 12:13:15:358,-3.9675,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","19,53"
2026 03 12 12:13:15:360,-3.9985,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","11,72"
2026 03 12 12:13:15:362,-3.9985,-6.78875,"0,26",11,1,"11,34","0,62","37,48","3,31","-3,91"
2026 03 12 12:13:15:364,-3.9675,-6.87625,"0,26",11,1,"11,34","0,62","37,48","3,31","-15,62"
